C (t = 0),0,1,2,3,4,5,6,7,8,9,10,20,30,40,50,60,70,80
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.4009865722454,2943.02412907411,2943.02412907411,2943.02412907411,2943.02412907411,2943.02412907411,2943.02391033812,3100.00952002198,3509.60057041458,3976.88456337027,3668.11807528078,2075.18250998456,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.8012699255275,2517.95691453103,2517.95691453103,2517.95691453103,2517.95691453103,2517.95691453103,2517.95672446127,2792.33395053681,3381.21061248652,4190.98942611849,4635.43008039343,5681.58848457318,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.8054125766056,3763.60821607163,3763.60821607163,3763.60821607163,3763.60821607163,3763.60821607163,3763.60792978175,4353.37633783387,5439.60224722715,7381.17316731768,8174.68598643261,9750.85966080348,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.2628855490348,2847.3789984898,2847.3789984898,2847.3789984898,2847.3789984898,2847.3789984898,2847.37881112305,3113.54500224452,4029.2356954306,4524.78343728806,2707.99459825368,24.3024978954929,0,0,0,0,0,0,0
35.4733729835888,2622.76174480705,2622.76174480705,2622.76174480705,2622.76174480705,2622.76174480705,2622.76155517577,3202.59391375376,4338.12058834159,5935.90973226056,6799.16385601533,8328.26748364449,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.72054617857876,2223.04912515189,2223.04912515189,2223.04912515189,2223.04912515189,2223.04912515189,2223.04899370179,745.97200984021,3.08063401469084e-05,1.85927075644627e-08,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0843524441539,3318.15760876178,3318.15760876178,3318.15760876178,3318.15760876178,3318.15760876178,3318.15743380856,2779.0090809511,1.28633930089358e-07,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.5356727075235,2796.45607666925,2796.45607666925,2796.45607666925,2796.45607666925,2796.45607666925,2796.45591611053,2619.35181458145,1101.01125886182,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0790869226814,3103.77024406654,3103.77024406654,3103.77024406654,3103.77024406654,3103.77024406654,3103.77007187308,3393.78622825872,4279.66183203472,0.167980378269277,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
