C (t = 0),0,1,2,3,4,5,6,7,8
40.4090422225807,1342.66074933413,1342.66074933413,1342.66074933413,1342.66074933413,1342.66074933413,1342.66041563245,0,0,0
22.9216917066226,836.535815041908,836.535815041908,836.535815041908,836.535815041908,836.535815041908,836.535604774757,0,0,0
28.4009865722454,892.300622845584,892.300622845584,892.300622845584,892.300622845584,892.300622845584,892.300390396054,0,0,0
31.5163471000311,1013.64630740094,1013.64630740094,1013.64630740094,1013.64630740094,1013.64630740094,1013.64603658953,0,0,0
0,0,0,0,0,0,0,0,0,0
47.7334123643818,1358.15193720474,1358.15193720474,1358.15193720474,1358.15193720474,1358.15193720474,1358.15156169412,0,0,0
0,0,0,0,0,0,0,0,0,0
33.3242309693386,922.609873192816,922.609873192816,922.609873192816,922.609873192816,922.609873192816,922.609639365751,0,0,0
31.8012699255275,826.483332908203,826.483332908203,826.483332908203,826.483332908203,826.483332908203,826.483116021315,0,0,0
0,0,0,0,0,0,0,0,0,0
46.8054125766056,1095.21158896373,1095.21158896373,1095.21158896373,1095.21158896373,1095.21158896373,1095.21128499839,0,0,0
33.0265601356821,952.094735683335,952.094735683335,952.094735683335,952.094735683335,952.094735683335,952.094476403546,0,0,0
29.4030858918864,1057.55137395272,1057.55137395272,1057.55137395272,1057.55137395272,1057.55137395272,1057.55112321472,0,0,0
23.2628855490348,747.907176416411,747.907176416411,747.907176416411,747.907176416411,747.907176416411,747.906994276812,0,0,0
35.4733729835888,859.814679730623,859.814679730623,859.814679730623,859.814679730623,859.814679730623,859.814457028133,0,0,0
30.5174699473806,823.801225833336,823.801225833336,823.801225833336,823.801225833336,823.801225833336,823.801011890512,0,0,0
16.0090961483158,570.083332532713,570.083332532713,570.083332532713,570.083332532713,570.083332532713,570.083185699417,0,0,0
50.1333247641864,1162.79537991882,1162.79537991882,1162.79537991882,1162.79537991882,1162.79537991882,1162.79506377789,0,0,0
20.2432044382319,914.960222090483,914.960222090483,914.960222090483,914.960222090483,914.960222090483,914.960017079923,0,0,0
0,0,0,0,0,0,0,0,0,0
37.3142736933548,985.597494721758,985.597494721758,985.597494721758,985.597494721758,985.597494721758,985.597251470506,0,0,0
7.72054617857876,398.694902727257,398.694902727257,398.694902727257,398.694902727257,398.694902727257,398.694805237011,0,0,0
0,0,0,0,0,0,0,0,0,0
31.8831290316305,1007.56155448588,1007.56155448588,1007.56155448588,1007.56155448588,1007.56155448588,1007.56130424136,0,0,0
11.0843524441539,798.260452701387,798.260452701387,798.260452701387,798.260452701387,798.260452701387,798.260277236989,0,0,0
37.8406263868564,1179.22779571229,1179.22779571229,1179.22779571229,1179.22779571229,1179.22779571229,1179.22752601837,0,0,0
15.8818218121612,730.151976027769,730.151976027769,730.151976027769,730.151976027769,730.151976027769,730.151809519491,0,0,0
0,0,0,0,0,0,0,0,0,0
48.8967653141708,1352.42829080282,1352.42829080282,1352.42829080282,1352.42829080282,1352.42829080282,1352.42796468409,0,0,0
13.5356727075235,714.170456799524,714.170456799524,714.170456799524,714.170456799524,714.170456799524,714.170292170818,0,0,0
0,0,0,0,0,0,0,0,0,0
58.0872596533576,1761.35309823002,1761.35309823002,1761.35309823002,1761.35309823002,1761.35309823002,1761.35269752557,0,0,0
0,0,0,0,0,0,0,0,0,0
25.2452864227076,1194.36775611426,1194.36775611426,1194.36775611426,1194.36775611426,1194.36775611426,1194.36749219436,0,0,0
0,0,0,0,0,0,0,0,0,0
26.335391776877,1256.38438880677,1256.38438880677,1256.38438880677,1256.38438880677,1256.38438880677,1256.38411239086,0,0,0
