C (t = 0),0,1,2,3,4,5,6,7,8
40.4090422225807,1231.79264730349,1231.79264730349,1231.79264730349,1231.79264730349,1231.79264730349,1231.79231697147,0,0,0
22.9216917066226,839.297682305467,839.297682305467,839.297682305467,839.297682305467,839.297682305467,839.29745641047,0,0,0
28.4009865722454,876.320162420941,876.320162420941,876.320162420941,876.320162420941,876.320162420941,876.319916802725,0,0,0
31.5163471000311,929.720995745128,929.720995745128,929.720995745128,929.720995745128,929.720995745128,929.720723524485,0,0,0
0,0,0,0,0,0,0,0,0,0
47.7334123643818,1301.36932276281,1301.36932276281,1301.36932276281,1301.36932276281,1301.36932276281,1301.36893016895,0,0,0
49.8667867719609,1306.87806651573,1306.87806651573,1306.87806651573,1306.87806651573,1306.87806651573,1306.87771487028,0,0,0
0,0,0,0,0,0,0,0,0,0
31.8012699255275,878.193606886722,878.193606886722,878.193606886722,878.193606886722,878.193606886722,878.193360597401,0,0,0
53.1331651343479,1030.14263310865,1030.14263310865,1030.14263310865,1030.14263310865,1030.14263310865,1030.14231969771,0,0,0
46.8054125766056,982.902373267975,982.902373267975,982.902373267975,982.902373267975,982.902373267975,982.902073335853,0,0,0
33.0265601356821,903.873813976966,903.873813976966,903.873813976966,903.873813976966,903.873813976966,903.873545207105,0,0,0
29.4030858918864,1095.60473892641,1095.60473892641,1095.60473892641,1095.60473892641,1095.60473892641,1095.60445969837,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
30.5174699473806,765.259172624665,765.259172624665,765.259172624665,765.259172624665,765.259172624665,765.25895676864,0,0,0
16.0090961483158,486.167521320801,486.167521320801,486.167521320801,486.167521320801,486.167521320801,486.167384164756,0,0,0
50.1333247641864,1099.69790091805,1099.69790091805,1099.69790091805,1099.69790091805,1099.69790091805,1099.69757718039,0,0,0
0,0,0,0,0,0,0,0,0,0
44.0208631423871,1231.49413812986,1231.49413812986,1231.49413812986,1231.49413812986,1231.49413812986,1231.4938184724,0,0,0
37.3142736933548,982.605361135739,982.605361135739,982.605361135739,982.605361135739,982.605361135739,982.605100901427,0,0,0
7.72054617857876,333.596924327517,333.596924327517,333.596924327517,333.596924327517,333.596924327517,333.596835574329,0,0,0
40.0948772021931,931.346082612999,931.346082612999,931.346082612999,931.346082612999,931.346082612999,931.345828801768,0,0,0
31.8831290316305,985.440988081997,985.440988081997,985.440988081997,985.440988081997,985.440988081997,985.44072741602,0,0,0
11.0843524441539,722.889213617659,722.889213617659,722.889213617659,722.889213617659,722.889213617659,722.889041287844,0,0,0
0,0,0,0,0,0,0,0,0,0
15.8818218121612,691.514845936837,691.514845936837,691.514845936837,691.514845936837,691.514845936837,691.514676438629,0,0,0
30.6693149128891,944.773463436669,944.773463436669,944.773463436669,944.773463436669,944.773463436669,944.773228175176,0,0,0
48.8967653141708,1323.65569566693,1323.65569566693,1323.65569566693,1323.65569566693,1323.65569566693,1323.65535904335,0,0,0
13.5356727075235,902.901557968294,902.901557968294,902.901557968294,902.901557968294,902.901557968294,902.901336668057,0,0,0
32.3596739537015,1283.17040996632,1283.17040996632,1283.17040996632,1283.17040996632,1283.17040996632,1283.17010951962,0,0,0
58.0872596533576,1577.60990995439,1577.60990995439,1577.60990995439,1577.60990995439,1577.60990995439,1577.60952022624,0,0,0
0,0,0,0,0,0,0,0,0,0
25.2452864227076,1190.25226024004,1190.25226024004,1190.25226024004,1190.25226024004,1190.25226024004,1190.25197944957,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
